Node Number	X Location (m)	Y Location (m)	Z Location (m)	Equivalent Elastic Strain (m/m)
529	0.30391	0.10992	0.	4.2369e-005
530	0.30133	0.12226	1.27e-003	9.0452e-007
531	0.3007	0.13733	0.	4.3559e-005
532	0.25903	0.11491	0.	5.5971e-005
533	0.28101	9.6767e-002	0.	4.8254e-005
534	0.27376	0.11636	1.27e-003	7.7201e-007
535	0.27285	0.13438	0.	5.194e-005
536	0.22536	0.11329	0.	6.6169e-005
537	0.24839	9.5178e-002	0.	5.8792e-005
538	0.2443	0.11346	1.27e-003	1.0399e-006
539	0.24405	0.13293	0.	6.0409e-005
540	0.19385	0.12178	0.	7.0096e-005
541	0.21255	9.391e-002	0.	6.9792e-005
542	0.20642	0.11312	1.27e-003	8.4801e-007
543	0.21104	0.13276	0.	7.0337e-005
544	0.18128	0.13043	1.27e-003	1.6424e-006
545	0.1844	0.14142	0.	6.8763e-005
546	0.19843	7.6694e-002	0.	7.523e-005
547	0.23557	7.5799e-002	0.	6.2432e-005
548	0.21867	7.4701e-002	1.27e-003	9.7479e-007
549	0.16232	8.4082e-002	0.	1.0217e-004
550	0.17819	7.8686e-002	1.27e-003	2.4037e-006
551	0.27036	7.7037e-002	0.	5.1073e-005
552	0.25247	7.6898e-002	1.27e-003	7.2487e-007
553	0.30611	7.0846e-002	0.	4.1677e-005
554	0.29736	8.7378e-002	0.	4.3716e-005
555	0.28825	7.7176e-002	1.27e-003	9.3501e-007
556	0.33901	6.3455e-002	0.	3.3982e-005
557	0.32627	7.9465e-002	0.	3.6896e-005
558	0.32398	6.4516e-002	1.27e-003	9.7053e-007
559	0.36841	6.1908e-002	0.	2.7042e-005
560	0.35474	7.7617e-002	0.	2.9701e-005
561	0.35403	6.2395e-002	1.27e-003	2.4808e-007
562	0.39711	6.1183e-002	0.	2.1349e-005
563	0.38293	7.6714e-002	0.	2.4003e-005
564	0.38279	6.1422e-002	1.27e-003	4.805e-007
565	0.42556	6.0826e-002	0.	1.6304e-005
566	0.41144	7.6085e-002	0.	1.8613e-005
567	0.41143	6.0945e-002	1.27e-003	3.7636e-007
568	0.45365	6.0704e-002	0.	1.1996e-005
569	0.43969	7.5922e-002	0.	1.3935e-005
570	0.43968	6.0707e-002	1.27e-003	3.4917e-007
571	0.4817	6.0669e-002	0.	8.407e-006
572	0.46764	7.5945e-002	0.	9.9942e-006
573	0.46761	6.07e-002	1.27e-003	2.8478e-007
574	0.50995	6.0656e-002	0.	5.5372e-006
575	0.49574	7.5917e-002	0.	6.7683e-006
576	0.49579	6.0637e-002	1.27e-003	2.2801e-007
577	0.53831	6.0697e-002	0.	3.4029e-006
578	0.52414	7.5934e-002	0.	4.2637e-006
579	0.52412	6.0675e-002	1.27e-003	1.7388e-007
580	0.55246	7.5977e-002	0.	2.5194e-006
581	0.55251	6.0719e-002	1.27e-003	1.1868e-007
582	0.53828	9.1214e-002	0.	3.4069e-006
583	0.55241	9.1236e-002	1.27e-003	1.2001e-007
584	0.48168	9.1193e-002	0.	8.4154e-006
585	0.50993	9.1195e-002	0.	5.5446e-006
586	0.4957	9.1197e-002	1.27e-003	2.2849e-007
587	0.45368	9.1163e-002	0.	1.1999e-005
588	0.46767	9.119e-002	1.27e-003	2.881e-007
589	0.42558	9.1181e-002	0.	1.6321e-005
590	0.43969	9.1136e-002	1.27e-003	3.5322e-007
591	0.39726	9.1616e-002	0.	2.1355e-005
592	0.41146	9.1226e-002	1.27e-003	3.8947e-007
593	0.36926	9.2423e-002	0.	2.6736e-005
594	0.38307	9.2007e-002	1.27e-003	4.3902e-007
595	0.342	9.3626e-002	0.	3.2615e-005
596	0.35546	9.2838e-002	1.27e-003	1.2683e-007
597	0.31752	9.5997e-002	0.	3.8943e-005
598	0.32855	9.4413e-002	1.27e-003	3.1358e-007
599	0.30648	9.7581e-002	1.27e-003	1.2853e-006
600	0.52416	9.1193e-002	1.27e-003	1.711e-007
601	0.1499	0.12754	1.27e-003	4.1053e-006
602	0.14057	0.12727	0.	6.7955e-005
603	0.11127	2.4372e-002	1.27e-003	7.09e-006
604	0.11913	2.4886e-002	0.	9.6287e-005
605	8.1547e-002	5.1696e-002	1.27e-003	6.0528e-006
606	0.10427	5.1248e-002	0.	1.7654e-004
607	0.14947	2.8574e-002	0.	7.9491e-005
608	0.14661	2.4192e-002	1.27e-003	1.7936e-006
609	0.13892	2.4796e-002	0.	7.6498e-005
610	0.15234	3.2956e-002	1.27e-003	1.4579e-005
611	0.14178	3.5528e-002	0.	1.1402e-004
612	0.12541	7.3326e-002	0.	1.6535e-004
613	0.13157	7.5493e-002	0.	1.8167e-004
614	0.13637	6.6958e-002	1.27e-003	5.7754e-006
615	0.1338	5.8879e-002	0.	2.1912e-004
616	0.14118	9.118e-002	0.	1.6519e-004
617	0.1355	9.1758e-002	0.	2.1441e-004
618	0.13591	9.2881e-002	1.27e-003	7.052e-005
619	0.13145	9.7241e-002	0.	3.375e-004
620	0.14646	8.9478e-002	1.27e-003	4.8602e-006
621	0.13885	9.5539e-002	0.	1.6496e-004
622	0.1108	8.7762e-002	0.	1.5484e-004
623	0.11696	8.9929e-002	0.	1.7096e-004
624	0.10714	9.5831e-002	1.27e-003	1.8105e-005
625	0.11445	7.9694e-002	1.27e-003	7.0395e-006
626	0.12072	6.5247e-002	0.	2.044e-004
627	0.13509	9.0635e-002	1.27e-003	2.9755e-005
628	0.12678	8.4027e-002	1.27e-003	4.4429e-006
629	0.11696	8.9929e-002	2.54e-003	1.7096e-004
630	0.13157	7.5493e-002	2.54e-003	1.8167e-004
631	0.12548	8.9607e-002	2.54e-003	2.3645e-004
632	0.13632	8.192e-002	2.54e-003	1.7167e-004
633	0.1355	9.1758e-002	2.54e-003	2.1441e-004
634	0.12964	9.2911e-002	2.54e-003	2.426e-004
635	0.14048	8.5224e-002	2.54e-003	1.8766e-004
636	0.1108	8.7762e-002	2.54e-003	1.5484e-004
637	0.12541	7.3326e-002	2.54e-003	1.6535e-004
638	9.4438e-002	8.2886e-002	2.54e-003	1.4208e-004
639	0.12072	6.5247e-002	2.54e-003	2.044e-004
640	9.8909e-002	0.10189	2.54e-003	1.4561e-004
641	0.11108	0.10169	2.54e-003	1.4624e-004
642	0.14118	9.118e-002	2.54e-003	1.6519e-004
643	0.16232	8.4082e-002	2.54e-003	1.0217e-004
644	0.14616	8.4646e-002	2.54e-003	1.3549e-004
645	0.13885	9.5539e-002	2.54e-003	1.6496e-004
646	0.13145	9.7241e-002	2.54e-003	3.375e-004
647	0.14659	6.6514e-002	2.54e-003	1.5135e-004
648	0.1338	5.8879e-002	2.54e-003	2.1912e-004
649	0.14947	2.8574e-002	2.54e-003	7.9491e-005
650	0.16386	2.6537e-002	2.54e-003	8.488e-005
651	0.15686	3.9647e-002	2.54e-003	9.8467e-005
652	0.14178	3.5528e-002	2.54e-003	1.1402e-004
653	0.14921	1.9696e-002	2.54e-003	6.3609e-005
654	0.13892	2.4796e-002	2.54e-003	7.6498e-005
655	5.9665e-002	5.5792e-002	2.54e-003	1.3228e-004
656	7.1442e-002	3.8727e-002	2.54e-003	1.2538e-004
657	7.7988e-002	6.8887e-002	2.54e-003	1.1597e-004
658	9.0725e-002	4.2975e-002	2.54e-003	1.164e-004
659	0.10427	5.1248e-002	2.54e-003	1.7654e-004
660	0.10558	2.9313e-002	2.54e-003	9.538e-005
661	0.10869	1.8904e-002	2.54e-003	7.6565e-005
662	0.11913	2.4886e-002	2.54e-003	9.6287e-005
663	0.15221	0.13317	2.54e-003	5.7996e-005
664	0.15471	0.12208	2.54e-003	6.8994e-005
665	0.14057	0.12727	2.54e-003	6.7955e-005
666	0.50993	9.1195e-002	2.54e-003	5.5446e-006
667	0.53828	9.1214e-002	2.54e-003	3.4069e-006
668	0.52414	7.5934e-002	2.54e-003	4.2637e-006
669	0.52426	0.10645	2.54e-003	4.1798e-006
670	0.31752	9.5997e-002	2.54e-003	3.8943e-005
671	0.29736	8.7378e-002	2.54e-003	4.3716e-005
672	0.30391	0.10992	2.54e-003	4.2369e-005
673	0.342	9.3626e-002	2.54e-003	3.2615e-005
674	0.32627	7.9465e-002	2.54e-003	3.6896e-005
675	0.32892	0.10927	2.54e-003	3.601e-005
676	0.36926	9.2423e-002	2.54e-003	2.6736e-005
677	0.35474	7.7617e-002	2.54e-003	2.9701e-005
678	0.35561	0.10841	2.54e-003	2.9602e-005
679	0.39726	9.1616e-002	2.54e-003	2.1355e-005
680	0.38293	7.6714e-002	2.54e-003	2.4003e-005
681	0.38355	0.10716	2.54e-003	2.3885e-005
682	0.42558	9.1181e-002	2.54e-003	1.6321e-005
683	0.41144	7.6085e-002	2.54e-003	1.8613e-005
684	0.41174	0.10655	2.54e-003	1.855e-005
685	0.45368	9.1163e-002	2.54e-003	1.1999e-005
686	0.43969	7.5922e-002	2.54e-003	1.3935e-005
687	0.43977	0.1064	2.54e-003	1.3893e-005
688	0.48168	9.1193e-002	2.54e-003	8.4154e-006
689	0.46764	7.5945e-002	2.54e-003	9.9942e-006
690	0.46779	0.10646	2.54e-003	9.9462e-006
691	0.49574	7.5917e-002	2.54e-003	6.7683e-006
692	0.49593	0.10648	2.54e-003	6.7045e-006
693	0.55246	7.5977e-002	2.54e-003	2.5194e-006
694	0.55251	0.10652	2.54e-003	2.3974e-006
695	0.56661	9.1257e-002	2.54e-003	2.0332e-006
696	0.53831	6.0697e-002	2.54e-003	3.4029e-006
697	0.5668	6.0779e-002	2.54e-003	2.0257e-006
698	0.55274	4.5567e-002	2.54e-003	2.3857e-006
699	0.50995	6.0656e-002	2.54e-003	5.5372e-006
700	0.52444	4.5441e-002	2.54e-003	4.1639e-006
701	0.4817	6.0669e-002	2.54e-003	8.407e-006
702	0.49616	4.5439e-002	2.54e-003	6.6789e-006
703	0.45365	6.0704e-002	2.54e-003	1.1996e-005
704	0.46799	4.5459e-002	2.54e-003	9.9131e-006
705	0.42556	6.0826e-002	2.54e-003	1.6304e-005
706	0.43993	4.5474e-002	2.54e-003	1.3862e-005
707	0.39711	6.1183e-002	2.54e-003	2.1349e-005
708	0.41162	4.5698e-002	2.54e-003	1.854e-005
709	0.36841	6.1908e-002	2.54e-003	2.7042e-005
710	0.38308	4.616e-002	2.54e-003	2.3981e-005
711	0.33901	6.3455e-002	2.54e-003	3.3982e-005
712	0.35403	4.7039e-002	2.54e-003	3.0343e-005
713	0.30611	7.0846e-002	2.54e-003	4.1677e-005
714	0.32367	4.9564e-002	2.54e-003	3.7613e-005
715	0.27036	7.7037e-002	2.54e-003	5.1073e-005
716	0.28101	9.6767e-002	2.54e-003	4.8254e-005
717	0.29039	5.7672e-002	2.54e-003	4.5327e-005
718	0.23557	7.5799e-002	2.54e-003	6.2432e-005
719	0.24839	9.5178e-002	2.54e-003	5.8792e-005
720	0.2572	5.8215e-002	2.54e-003	5.5387e-005
721	0.19843	7.6694e-002	2.54e-003	7.523e-005
722	0.18798	5.7811e-002	2.54e-003	7.7184e-005
723	0.17743	8.8872e-002	2.54e-003	8.2751e-005
724	0.1675	7.2378e-002	2.54e-003	1.1228e-004
725	0.21255	9.391e-002	2.54e-003	6.9792e-005
726	0.22397	5.7009e-002	2.54e-003	6.6823e-005
727	0.19385	0.12178	2.54e-003	7.0096e-005
728	0.1679	0.13461	2.54e-003	6.4886e-005
729	0.1704	0.12353	2.54e-003	7.913e-005
730	0.1844	0.14142	2.54e-003	6.8763e-005
731	0.22536	0.11329	2.54e-003	6.6169e-005
732	0.19155	0.10609	2.54e-003	7.7454e-005
733	0.21104	0.13276	2.54e-003	7.0337e-005
734	0.25903	0.11491	2.54e-003	5.5971e-005
735	0.24405	0.13293	2.54e-003	6.0409e-005
736	0.28755	0.11931	2.54e-003	4.6869e-005
737	0.27285	0.13438	2.54e-003	5.194e-005
738	0.31531	0.12319	2.54e-003	3.9445e-005
739	0.3007	0.13733	2.54e-003	4.3559e-005
740	0.34252	0.12405	2.54e-003	3.3058e-005
741	0.32874	0.13826	2.54e-003	3.6459e-005
742	0.3699	0.12315	2.54e-003	2.6829e-005
743	0.35606	0.13819	2.54e-003	2.9934e-005
744	0.39803	0.12209	2.54e-003	2.1148e-005
745	0.38426	0.13736	2.54e-003	2.3749e-005
746	0.42593	0.12177	2.54e-003	1.6189e-005
747	0.41232	0.13714	2.54e-003	1.8443e-005
748	0.45388	0.1217	2.54e-003	1.191e-005
749	0.4403	0.13703	2.54e-003	1.3815e-005
750	0.48204	0.12175	2.54e-003	8.3055e-006
751	0.46841	0.13707	2.54e-003	9.8604e-006
752	0.51026	0.12173	2.54e-003	5.4045e-006
753	0.4966	0.13708	2.54e-003	6.599e-006
754	0.53849	0.12176	2.54e-003	3.2192e-006
755	0.52477	0.13706	2.54e-003	4.0523e-006
756	0.56686	0.12177	2.54e-003	1.7548e-006
757	0.55297	0.1371	2.54e-003	2.2125e-006
758	0.58096	0.10651	2.54e-003	1.375e-006
759	0.58128	0.13707	2.54e-003	1.0804e-006
760	0.59535	0.12183	2.54e-003	1.0152e-006
761	0.58095	7.606e-002	2.54e-003	1.5509e-006
762	0.59521	9.136e-002	2.54e-003	1.3935e-006
763	0.58113	4.5609e-002	2.54e-003	1.3695e-006
764	0.59534	6.09e-002	2.54e-003	1.3917e-006
765	3.7441e-002	7.4442e-002	2.54e-003	1.4725e-004
766	3.4984e-002	4.5438e-002	2.54e-003	1.4509e-004
767	1.8891e-002	6.0425e-002	2.54e-003	1.2391e-004
768	3.4187e-002	0.10418	2.54e-003	1.4411e-004
769	5.5764e-002	8.7536e-002	2.54e-003	1.312e-004
770	1.855e-002	9.0217e-002	2.54e-003	1.2395e-004
771	0.56708	3.0397e-002	2.54e-003	1.7448e-006
772	0.59539	3.0429e-002	2.54e-003	1.0103e-006
773	0.58132	1.5189e-002	2.54e-003	1.0784e-006
774	0.53887	3.0311e-002	2.54e-003	3.1953e-006
775	0.55315	1.5208e-002	2.54e-003	2.2001e-006
776	0.51065	3.0223e-002	2.54e-003	5.3693e-006
777	0.52497	1.5103e-002	2.54e-003	4.0367e-006
778	0.48245	3.0229e-002	2.54e-003	8.2545e-006
779	0.49679	1.512e-002	2.54e-003	6.5746e-006
780	0.45427	3.0229e-002	2.54e-003	1.1847e-005
781	0.46863	1.5109e-002	2.54e-003	9.8173e-006
782	0.426	3.0346e-002	2.54e-003	1.6159e-005
783	0.44047	1.512e-002	2.54e-003	1.3778e-005
784	0.39759	3.0675e-002	2.54e-003	2.1224e-005
785	0.41222	1.5226e-002	2.54e-003	1.8457e-005
786	0.36869	3.1291e-002	2.54e-003	2.7334e-005
787	0.38393	1.545e-002	2.54e-003	2.387e-005
788	0.33869	3.3147e-002	2.54e-003	3.406e-005
789	0.35519	1.5841e-002	2.54e-003	3.0445e-005
790	0.30795	3.639e-002	2.54e-003	4.1333e-005
791	0.32579	1.7306e-002	2.54e-003	3.7458e-005
792	0.27723	3.885e-002	2.54e-003	4.9691e-005
793	0.2963	1.9084e-002	2.54e-003	4.4639e-005
794	0.2456	3.9425e-002	2.54e-003	5.9776e-005
795	0.26693	1.9766e-002	2.54e-003	5.2934e-005
796	0.21352	3.8127e-002	2.54e-003	6.8871e-005
797	0.23653	1.9659e-002	2.54e-003	6.3013e-005
798	0.18658	2.8527e-002	2.54e-003	7.1038e-005
799	0.17958	4.1637e-002	2.54e-003	8.434e-005
800	0.20671	1.8468e-002	2.54e-003	7.2484e-005
801	0.1636	1.7659e-002	2.54e-003	6.5926e-005
802	0.18145	1.0059e-002	2.54e-003	6.9411e-005
803	4.6761e-002	2.8373e-002	2.54e-003	1.3651e-004
804	7.3502e-002	2.2663e-002	2.54e-003	1.2143e-004
805	5.6068e-002	1.2879e-002	2.54e-003	1.399e-004
806	1.6093e-002	3.0734e-002	2.54e-003	1.186e-004
807	2.8793e-002	1.5494e-002	2.54e-003	1.3976e-004
808	4.5375e-002	0.12101	2.54e-003	1.3284e-004
809	1.5637e-002	0.12065	2.54e-003	1.2046e-004
810	2.8337e-002	0.13589	2.54e-003	1.4034e-004
811	6.9825e-002	0.12536	2.54e-003	1.1824e-004
812	6.6953e-002	0.10436	2.54e-003	1.2139e-004
813	5.5138e-002	0.13752	2.54e-003	1.3269e-004
814	8.5425e-002	0.11801	2.54e-003	1.2555e-004
815	9.1345e-002	0.13185	2.54e-003	9.9192e-005
816	7.8187e-002	0.14024	2.54e-003	1.1584e-004
817	9.2785e-002	2.6912e-002	2.54e-003	1.1235e-004
818	9.5891e-002	1.6502e-002	2.54e-003	9.1118e-005
819	8.0933e-002	9.7843e-003	2.54e-003	1.1489e-004
820	8.2552e-002	9.701e-002	2.54e-003	1.2889e-004
821	9.9163e-002	0.11424	2.54e-003	1.2096e-004
822	0.16809	0.10784	2.54e-003	8.6375e-005
823	0.15395	0.10033	2.54e-003	1.4562e-004
824	0.14288	0.13925	2.54e-003	4.3529e-005
825	0.15694	0.1456	2.54e-003	5.7288e-005
826	0.11133	0.11404	2.54e-003	1.2778e-004
827	0.1196	0.10136	2.54e-003	2.0006e-004
828	0.121	0.11092	2.54e-003	1.4525e-004
829	0.10508	0.12808	2.54e-003	9.8597e-005
830	0.11732	0.12377	2.54e-003	9.2226e-005
831	0.11476	0.13766	2.54e-003	6.8797e-005
832	0.10206	0.14401	2.54e-003	8.2878e-005
833	0.14152	1.395e-002	2.54e-003	4.3876e-005
834	0.15559	7.6e-003	2.54e-003	5.8118e-005
835	0.11345	3.6177e-002	2.54e-003	1.2805e-004
836	0.11656	1.3068e-002	2.54e-003	5.5125e-005
837	0.10386	6.7182e-003	2.54e-003	7.4105e-005
838	0.14538	0.11546	2.54e-003	1.0065e-004
839	0.1256	9.8394e-002	2.54e-003	3.7876e-004
840	0.1591	5.6204e-002	2.54e-003	1.1967e-004
841	0.14631	4.8569e-002	2.54e-003	1.8836e-004
842	0.15134	7.2942e-002	2.54e-003	1.4255e-004
843	8.89e-002	0.1524	0.	9.9167e-005
844	0.1143	0.1524	0.	5.7995e-005
845	0.1016	0.1524	1.27e-003	1.2556e-006
846	6.35e-002	0.1524	0.	1.3025e-004
847	7.62e-002	0.1524	1.27e-003	2.1279e-006
848	3.81e-002	0.1524	0.	1.3983e-004
849	5.08e-002	0.1524	1.27e-003	3.0582e-006
850	1.27e-002	0.1524	0.	1.0291e-004
851	2.54e-002	0.1524	1.27e-003	3.1356e-006
852	0.127	0.14605	0.	4.4391e-005
853	0.127	0.1524	1.27e-003	7.7543e-006
854	1.199e-015	0.13716	0.	8.36e-005
855	1.3323e-015	0.1524	1.27e-003	2.8872e-005
856	3.81e-002	-6.4711e-033	0.	1.4282e-004
857	1.27e-002	-2.157e-033	0.	1.0265e-004
858	2.54e-002	0.	1.27e-003	4.9925e-006
859	6.35e-002	-1.0785e-032	0.	1.3303e-004
860	5.08e-002	0.	1.27e-003	5.9977e-006
861	8.89e-002	-1.5099e-032	0.	9.7892e-005
862	7.62e-002	0.	1.27e-003	4.369e-006
863	0.1143	-1.9413e-032	0.	5.4315e-005
864	0.1016	0.	1.27e-003	2.1793e-006
865	0.127	6.35e-003	0.	3.5137e-005
866	0.127	-2.157e-032	1.27e-003	4.7431e-006
867	1.3323e-016	1.524e-002	0.	8.1689e-005
868	0.	0.	1.27e-003	2.6757e-005
869	0.17344	0.	0.	6.0478e-005
870	0.1453	0.	0.	4.399e-005
871	0.15937	0.	1.27e-003	1.6493e-006
872	0.20158	0.	0.	7.0837e-005
873	0.18751	0.	1.27e-003	1.6273e-006
874	0.22972	0.	0.	6.6796e-005
875	0.21565	0.	1.27e-003	3.4487e-006
876	0.25786	0.	0.	5.6268e-005
877	0.24379	0.	1.27e-003	2.4126e-006
878	0.286	0.	0.	4.7947e-005
879	0.27193	0.	1.27e-003	1.3394e-006
880	0.31414	0.	0.	4.0818e-005
881	0.30007	0.	1.27e-003	7.4426e-007
882	0.34228	0.	0.	3.392e-005
883	0.32821	0.	1.27e-003	1.0595e-006
884	0.37042	0.	0.	2.7045e-005
885	0.35635	0.	1.27e-003	1.0389e-006
886	0.39856	0.	0.	2.1162e-005
887	0.38449	0.	1.27e-003	9.2177e-007
888	0.4267	0.	0.	1.6138e-005
889	0.41263	0.	1.27e-003	8.555e-007
890	0.45483	0.	0.	1.1811e-005
891	0.44076	0.	1.27e-003	7.5355e-007
892	0.48297	0.	0.	8.1991e-006
893	0.4689	0.	1.27e-003	6.2489e-007
894	0.51111	0.	0.	5.3019e-006
895	0.49704	0.	1.27e-003	4.9619e-007
896	0.53925	0.	0.	3.0971e-006
897	0.52518	0.	1.27e-003	3.7052e-007
898	0.56739	0.	0.	1.578e-006
899	0.55332	0.	1.27e-003	2.4266e-007
900	0.59553	0.	0.	7.1702e-007
901	0.58146	0.	1.27e-003	1.3341e-007
902	0.13123	6.35e-003	0.	2.9383e-005
903	0.13123	0.	1.27e-003	5.2678e-006
904	0.6096	1.524e-002	0.	6.2585e-007
905	0.6096	0.	1.27e-003	2.6114e-008
906	9.3259e-016	0.10668	0.	1.0333e-004
907	1.0802e-015	0.12192	1.27e-003	5.494e-006
908	6.6613e-016	7.62e-002	0.	1.0432e-004
909	8.1018e-016	9.144e-002	1.27e-003	3.0052e-006
910	3.9968e-016	4.572e-002	0.	1.0101e-004
911	5.4012e-016	6.096e-002	1.27e-003	2.5196e-006
912	2.7006e-016	3.048e-002	1.27e-003	5.6584e-006
913	0.6096	4.572e-002	0.	1.031e-006
914	0.6096	3.048e-002	1.27e-003	5.108e-008
915	0.6096	7.62e-002	0.	1.2358e-006
916	0.6096	6.096e-002	1.27e-003	5.4566e-008
917	0.6096	0.10668	0.	1.031e-006
918	0.6096	9.144e-002	1.27e-003	5.5376e-008
919	0.6096	0.13716	0.	6.2825e-007
920	0.6096	0.12192	1.27e-003	5.1516e-008
921	0.59553	0.1524	0.	7.1537e-007
922	0.6096	0.1524	1.27e-003	2.6813e-008
923	0.56739	0.1524	0.	1.5826e-006
924	0.58146	0.1524	1.27e-003	1.3267e-007
925	0.53925	0.1524	0.	3.1023e-006
926	0.55332	0.1524	1.27e-003	2.4258e-007
927	0.51111	0.1524	0.	5.3085e-006
928	0.52518	0.1524	1.27e-003	3.685e-007
929	0.48297	0.1524	0.	8.2197e-006
930	0.49704	0.1524	1.27e-003	4.9569e-007
931	0.45483	0.1524	0.	1.1833e-005
932	0.4689	0.1524	1.27e-003	6.17e-007
933	0.4267	0.1524	0.	1.6134e-005
934	0.44076	0.1524	1.27e-003	7.3091e-007
935	0.39856	0.1524	0.	2.1098e-005
936	0.41263	0.1524	1.27e-003	8.2491e-007
937	0.37042	0.1524	0.	2.6896e-005
938	0.38449	0.1524	1.27e-003	8.8587e-007
939	0.34228	0.1524	0.	3.3389e-005
940	0.35635	0.1524	1.27e-003	1.2707e-006
941	0.31414	0.1524	0.	4.066e-005
942	0.32821	0.1524	1.27e-003	1.4377e-006
943	0.286	0.1524	0.	4.8643e-005
944	0.30007	0.1524	1.27e-003	1.3554e-006
945	0.25786	0.1524	0.	5.6346e-005
946	0.27193	0.1524	1.27e-003	6.7768e-007
947	0.22972	0.1524	0.	6.4621e-005
948	0.24379	0.1524	1.27e-003	9.3379e-008
949	0.20158	0.1524	0.	6.9169e-005
950	0.21565	0.1524	1.27e-003	2.9768e-006
951	0.17344	0.1524	0.	5.9755e-005
952	0.18751	0.1524	1.27e-003	9.306e-007
953	0.1453	0.1524	0.	4.1095e-005
954	0.15937	0.1524	1.27e-003	1.0315e-006
955	0.13123	0.14605	0.	2.7098e-005
956	0.13123	0.1524	1.27e-003	5.2273e-006
957	0.127	3.175e-002	0.	1.4285e-004
958	0.127	4.445e-002	0.	1.9259e-004
959	0.127	3.81e-002	1.27e-003	7.7704e-006
960	0.127	1.905e-002	0.	8.3044e-005
961	0.127	2.54e-002	1.27e-003	3.8261e-005
962	0.127	1.27e-002	1.27e-003	9.0947e-006
963	0.12912	5.08e-002	0.	2.3694e-004
964	0.127	5.08e-002	1.27e-003	1.4176e-005
965	0.13123	1.905e-002	0.	6.2117e-005
966	0.13123	1.27e-002	1.27e-003	3.3869e-006
967	0.13123	3.175e-002	0.	1.2982e-004
968	0.13123	2.54e-002	1.27e-003	2.3831e-005
969	0.13123	4.445e-002	0.	1.9729e-004
970	0.13123	3.81e-002	1.27e-003	1.7101e-005
971	0.13123	5.08e-002	1.27e-003	1.6411e-005
972	0.127	0.12065	0.	1.2217e-004
973	0.127	0.10795	0.	2.777e-004
974	0.127	0.1143	1.27e-003	3.5585e-005
975	0.127	0.13335	0.	6.9085e-005
976	0.127	0.127	1.27e-003	1.466e-005
977	0.127	0.1397	1.27e-003	9.289e-006
978	0.12912	0.1016	0.	3.3499e-004
979	0.127	0.1016	1.27e-003	1.6901e-004
980	0.13123	0.13335	0.	5.7946e-005
981	0.13123	0.1397	1.27e-003	4.7509e-006
982	0.13123	0.12065	0.	1.1599e-004
983	0.13123	0.127	1.27e-003	2.3413e-005
984	0.13123	0.10795	0.	1.8121e-004
985	0.13123	0.1143	1.27e-003	1.2939e-005
986	0.13123	0.1016	1.27e-003	3.2851e-006
987	0.13123	0.13335	2.54e-003	5.7946e-005
988	0.13123	0.14605	2.54e-003	2.7098e-005
989	0.13123	0.12065	2.54e-003	1.1599e-004
990	0.13123	0.10795	2.54e-003	1.8121e-004
991	0.12912	0.1016	2.54e-003	3.3499e-004
992	0.127	0.10795	2.54e-003	2.777e-004
993	0.127	0.12065	2.54e-003	1.2217e-004
994	0.127	0.13335	2.54e-003	6.9085e-005
995	0.127	0.14605	2.54e-003	4.4391e-005
996	0.13123	1.905e-002	2.54e-003	6.2117e-005
997	0.13123	6.35e-003	2.54e-003	2.9383e-005
998	0.13123	3.175e-002	2.54e-003	1.2982e-004
999	0.13123	4.445e-002	2.54e-003	1.9729e-004
1000	0.12912	5.08e-002	2.54e-003	2.3694e-004
1001	0.127	4.445e-002	2.54e-003	1.9259e-004
1002	0.127	3.175e-002	2.54e-003	1.4285e-004
1003	0.127	1.905e-002	2.54e-003	8.3044e-005
1004	0.127	6.35e-003	2.54e-003	3.5137e-005
1005	0.1453	0.1524	2.54e-003	4.1095e-005
1006	0.17344	0.1524	2.54e-003	5.9755e-005
1007	0.20158	0.1524	2.54e-003	6.9169e-005
1008	0.22972	0.1524	2.54e-003	6.4621e-005
1009	0.25786	0.1524	2.54e-003	5.6346e-005
1010	0.286	0.1524	2.54e-003	4.8643e-005
1011	0.31414	0.1524	2.54e-003	4.066e-005
1012	0.34228	0.1524	2.54e-003	3.3389e-005
1013	0.37042	0.1524	2.54e-003	2.6896e-005
1014	0.39856	0.1524	2.54e-003	2.1098e-005
1015	0.4267	0.1524	2.54e-003	1.6134e-005
1016	0.45483	0.1524	2.54e-003	1.1833e-005
1017	0.48297	0.1524	2.54e-003	8.2197e-006
1018	0.51111	0.1524	2.54e-003	5.3085e-006
1019	0.53925	0.1524	2.54e-003	3.1023e-006
1020	0.56739	0.1524	2.54e-003	1.5826e-006
1021	0.59553	0.1524	2.54e-003	7.1537e-007
1022	0.6096	0.13716	2.54e-003	6.2825e-007
1023	0.6096	0.10668	2.54e-003	1.031e-006
1024	0.6096	7.62e-002	2.54e-003	1.2358e-006
1025	0.6096	4.572e-002	2.54e-003	1.031e-006
1026	0.6096	1.524e-002	2.54e-003	6.2585e-007
1027	3.9968e-016	4.572e-002	2.54e-003	1.0101e-004
1028	1.3323e-016	1.524e-002	2.54e-003	8.1689e-005
1029	6.6613e-016	7.62e-002	2.54e-003	1.0432e-004
1030	9.3259e-016	0.10668	2.54e-003	1.0333e-004
1031	1.199e-015	0.13716	2.54e-003	8.36e-005
1032	0.59553	0.	2.54e-003	7.1702e-007
1033	0.56739	0.	2.54e-003	1.578e-006
1034	0.53925	0.	2.54e-003	3.0971e-006
1035	0.51111	0.	2.54e-003	5.3019e-006
