Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
208,2.7429,1.3333,0,0.00052811,5277.5,0.00020559,0.81623,0.00011884,-650.96,-0.00053614,-5572.2,0.041369
209,3.4286,1.3333,0,0.00051319,5128.4,0.00019362,10.891,0.00012783,-483.42,-0.00051944,-5346.7,0.064464
210,4.1143,1.3333,0,0.00049645,4961.1,0.00018195,5.5392,0.00013285,-363.36,-0.00050151,-5129.7,0.092427
211,4.8,1.3333,0,0.00047901,4786.8,0.00017164,4.4776,0.00013507,-270.32,-0.00048294,-4913.8,0.1251
212,5.4857,1.3333,0,0.00046099,4606.8,0.00016218,3.1094,0.00013516,-199.84,-0.00046401,-4701.8,0.16231
213,6.1714,1.3333,0,0.00044257,4422.6,0.00015343,2.252,0.00013364,-146.43,-0.00044483,-4492.8,0.20389
214,6.8571,1.3333,0,0.00042384,4235.5,0.00014523,1.5799,0.00013088,-106.2,-0.00042552,-4286.8,0.24965
215,7.5429,1.3333,0,0.00040493,4046.5,0.00013746,1.0854,0.00012721,-75.994,-0.00040615,-4083.4,0.29941
216,8.2286,1.3333,0,0.00038593,3856.7,0.00013005,0.71532,0.00012285,-53.361,-0.0003868,-3882.7,0.35299
217,8.9143,1.3333,0,0.00036693,3666.8,0.00012292,0.4403,0.00011802,-36.418,-0.00036753,-3684.6,0.41021
218,9.6,1.3333,0,0.00034798,3477.4,0.00011603,0.23621,0.00011284,-23.731,-0.00034837,-3489.1,0.47088
219,10.286,1.3333,0,0.00032914,3289.2,0.00010933,0.085826,0.00010742,-14.213,-0.00032938,-3296.2,0.53483
220,10.971,1.3333,0,0.00031046,3102.4,0.0001028,-0.021497,0.00010186,-7.0464,-0.00031058,-3105.9,0.60186
221,11.657,1.3333,0,0.00029195,2917.5,9.6421e-05,-0.057829,9.6209e-05,-1.65,-0.00029198,-2918.4,0.67182
222,12.343,1.3333,0,0.00027366,2734.7,9.0538e-05,2.6343,9.0158e-05,-0.22026,-0.00027362,-2733.5,0.74452
223,13.029,1.3333,0,0.00025559,2554.1,8.485e-05,5.9018,8.4031e-05,-0.25179,-0.00025549,-2551.3,0.81978
224,13.714,1.3333,0,0.00023776,2376,7.9191e-05,8.5605,7.8013e-05,-0.28657,-0.00023762,-2371.8,0.89744
225,14.4,1.3333,0,0.00022019,2200.4,7.3582e-05,10.821,7.21e-05,-0.31708,-0.00022001,-2195.1,0.97733
226,15.086,1.3333,0,0.00020288,2027.4,6.8042e-05,12.866,6.6284e-05,-0.3446,-0.00020267,-2021.1,1.0593
227,15.771,1.3333,0,0.00018585,1857.2,6.2588e-05,14.857,6.0561e-05,-0.37128,-0.0001856,-1849.9,1.1431
228,16.457,1.3333,0,0.00016909,1689.8,5.7235e-05,16.952,5.4926e-05,-0.39941,-0.00016881,-1681.4,1.2287
229,17.143,1.3333,0,0.00015263,1525.2,5.1999e-05,19.309,4.9372e-05,-0.43151,-0.0001523,-1515.7,1.3159
230,17.829,1.3333,0,0.00013646,1363.7,4.6899e-05,22.108,4.3894e-05,-0.47049,-0.00013608,-1352.7,1.4045
231,18.514,1.3333,0,0.00012061,1205.2,4.1955e-05,25.558,3.8484e-05,-0.51967,-0.00012016,-1192.5,1.4944
232,19.2,1.3333,0,0.00010507,1050,3.7191e-05,29.917,3.3132e-05,-0.58466,-0.00010454,-1035,1.5854
233,19.886,1.3333,0,8.9876e-05,898.14,3.2641e-05,35.511,2.7826e-05,-0.66834,-8.9229e-05,-880.17,1.6773
234,20.571,1.3333,0,7.5047e-05,749.95,2.8346e-05,42.757,2.2549e-05,-0.80026,-7.4238e-05,-728.02,1.7701
235,21.257,1.3333,0,6.0636e-05,605.94,2.4367e-05,52.301,1.7286e-05,-0.90035,-5.9586e-05,-578.49,1.8636
236,21.943,1.3333,0,4.6752e-05,467.2,2.0807e-05,64.898,1.1973e-05,-1.4777,-4.5318e-05,-431.94,1.9577
237,22.629,1.3333,0,3.3696e-05,336.73,1.7847e-05,83.363,6.6899e-06,-0.46667,-3.1494e-05,-287.36,2.0521
238,23.314,1.3333,0,2.2217e-05,222.02,1.5805e-05,106.3,7.2905e-07,-6.9731,-1.8241e-05,-149.51,2.1469
239,0.68571,0.66667,0,0.00055034,5499.6,0.00027896,846.6,8.1243e-05,-638.99,-0.00053153,-5243.1,0.0021877
240,1.3714,0.66667,0,0.00056455,5641.6,0.00020376,-164,0.00014053,-639.05,-0.00057671,-6028.1,0.0091428
241,2.0571,0.66667,0,0.00056771,5673.2,0.00020869,30.114,0.00015306,-387.93,-0.00057264,-5840.5,0.021362
242,2.7429,0.66667,0,0.00055093,5505.5,0.00019657,-15.099,0.00015493,-327.99,-0.00055609,-5670.3,0.03886
243,3.4286,0.66667,0,0.00053127,5309,0.00018716,-5.8608,0.00015442,-251.89,-0.00053523,-5433.6,0.06154
244,4.1143,0.66667,0,0.00051046,5101.1,0.00017744,-6.5314,0.00015246,-194.24,-0.00051361,-5198.8,0.089233
245,4.8,0.66667,0,0.00048962,4892.8,0.0001684,-4.7724,0.00014949,-146.83,-0.00049205,-4967.1,0.12175
246,5.4857,0.66667,0,0.00046896,4686.4,0.00015983,-3.7517,0.00014578,-109.37,-0.0004708,-4742.1,0.15889
247,6.1714,0.66667,0,0.00044853,4482.2,0.00015173,-2.8258,0.00014145,-80.014,-0.00044989,-4523.2,0.20046
248,6.8571,0.66667,0,0.00042832,4280.2,0.000144,-2.1352,0.00013665,-57.354,-0.0004293,-4309.7,0.24626
249,7.5429,0.66667,0,0.0004083,4080.2,0.00013658,-1.609,0.00013147,-40.001,-0.000409,-4100.9,0.29609
250,8.2286,0.66667,0,0.00038849,3882.2,0.00012942,-1.2158,0.00012602,-26.788,-0.00038896,-3896.2,0.34977
251,8.9143,0.66667,0,0.00036889,3686.3,0.00012248,-0.92187,0.00012038,-16.751,-0.00036918,-3695.1,0.4071
252,9.6,0.66667,0,0.0003495,3492.6,0.00011573,-0.70221,0.00011461,-9.1283,-0.00034967,-3497.5,0.4679
253,10.286,0.66667,0,0.00033035,3301.2,0.00010913,-0.53499,0.00010876,-3.3242,-0.00033041,-3303.1,0.53199
254,10.971,0.66667,0,0.00031143,3112.2,0.00010289,1.1464,0.00010268,-0.43018,-0.00031142,-3111.8,0.59917
255,11.657,0.66667,0,0.00029276,2925.6,9.7011e-05,4.592,9.6356e-05,-0.33098,-0.00029269,-2923.5,0.66927
256,12.343,0.66667,0,0.00027435,2741.6,9.1158e-05,7.315,9.015e-05,-0.26011,-0.00027423,-2738,0.74212
257,13.029,0.66667,0,0.00025619,2560.2,8.5349e-05,9.52,8.4055e-05,-0.20576,-0.00025603,-2555.5,0.81753
258,13.714,0.66667,0,0.00023831,2381.4,7.9599e-05,11.371,7.8064e-05,-0.16252,-0.00023812,-2375.8,0.89534
259,14.4,0.66667,0,0.00022069,2205.4,7.392e-05,13,7.2173e-05,-0.12644,-0.00022047,-2198.9,0.97538
260,15.086,0.66667,0,0.00020335,2032.1,6.8322e-05,14.515,6.6378e-05,-0.094205,-0.0002031,-2024.9,1.0575
261,15.771,0.66667,0,0.00018629,1861.6,6.2814e-05,16.014,6.0674e-05,-0.062921,-0.00018601,-1853.5,1.1415
262,16.457,0.66667,0,0.0001695,1693.8,5.7404e-05,17.586,5.5059e-05,-0.029767,-0.0001692,-1685,1.2272
263,17.143,0.66667,0,0.000153,1528.9,5.21e-05,19.318,4.953e-05,0.0082111,-0.00015266,-1519.2,1.3145
264,17.829,0.66667,0,0.00013677,1366.8,4.6909e-05,21.305,4.4081e-05,0.054287,-0.0001364,-1356,1.4033
265,18.514,0.66667,0,0.00012083,1207.5,4.184e-05,23.65,3.8707e-05,0.11258,-0.00012041,-1195.5,1.4933
266,19.2,0.66667,0,0.00010518,1051,3.6902e-05,26.466,3.3404e-05,0.18664,-0.0001047,-1037.5,1.5844
267,19.886,0.66667,0,8.9795e-05,897.33,3.2104e-05,29.889,2.8164e-05,0.28514,-8.9245e-05,-881.88,1.6765
268,20.571,0.66667,0,7.4694e-05,746.43,2.7457e-05,34.064,2.2976e-05,0.39604,-7.4051e-05,-728.63,1.7694
269,21.257,0.66667,0,5.988e-05,598.38,2.2978e-05,39.236,1.7836e-05,0.59625,-5.9108e-05,-577.53,1.863
270,21.943,0.66667,0,4.5381e-05,453.49,1.8688e-05,45.379,1.2713e-05,0.48366,-4.4433e-05,-428.89,1.9571
271,22.629,0.66667,0,3.1397e-05,313.75,1.4698e-05,54.273,7.7125e-06,1.7862,-3.0112e-05,-282.41,2.0516
272,23.314,0.66667,0,1.8597e-05,185.84,1.145e-05,65.291,2.2678e-06,-3.7005,-1.6562e-05,-145.18,2.1464
273,23.314,0.66667,0.1,1.8597e-05,185.84,1.6562e-05,145.18,-2.2678e-06,3.7005,-1.145e-05,-65.291,2.1464
274,22.629,0.66667,0.1,3.1397e-05,313.75,3.0112e-05,282.41,-7.7125e-06,-1.7862,-1.4698e-05,-54.273,2.0516
275,21.943,0.66667,0.1,4.5381e-05,453.49,4.4433e-05,428.89,-1.2713e-05,-0.48366,-1.8688e-05,-45.379,1.9571
276,21.257,0.66667,0.1,5.988e-05,598.38,5.9108e-05,577.53,-1.7836e-05,-0.59625,-2.2978e-05,-39.236,1.863
277,20.571,0.66667,0.1,7.4694e-05,746.43,7.4051e-05,728.63,-2.2976e-05,-0.39604,-2.7457e-05,-34.064,1.7694
278,19.886,0.66667,0.1,8.9795e-05,897.33,8.9245e-05,881.88,-2.8164e-05,-0.28514,-3.2104e-05,-29.889,1.6765
279,19.2,0.66667,0.1,0.00010518,1051,0.0001047,1037.5,-3.3404e-05,-0.18664,-3.6902e-05,-26.466,1.5844
280,18.514,0.66667,0.1,0.00012083,1207.5,0.00012041,1195.5,-3.8707e-05,-0.11258,-4.184e-05,-23.65,1.4933
281,17.829,0.66667,0.1,0.00013677,1366.8,0.0001364,1356,-4.4081e-05,-0.054285,-4.6909e-05,-21.305,1.4033
282,17.143,0.66667,0.1,0.000153,1528.9,0.00015266,1519.2,-4.953e-05,-0.008211,-5.21e-05,-19.318,1.3145
283,16.457,0.66667,0.1,0.0001695,1693.8,0.0001692,1685,-5.5059e-05,0.029767,-5.7404e-05,-17.586,1.2272
284,15.771,0.66667,0.1,0.00018629,1861.6,0.00018601,1853.5,-6.0674e-05,0.06292,-6.2814e-05,-16.014,1.1415
285,15.086,0.66667,0.1,0.00020335,2032.1,0.0002031,2024.9,-6.6378e-05,0.094204,-6.8322e-05,-14.515,1.0575
286,14.4,0.66667,0.1,0.00022069,2205.4,0.00022047,2198.9,-7.2173e-05,0.12645,-7.392e-05,-13,0.97538
287,13.714,0.66667,0.1,0.00023831,2381.4,0.00023812,2375.8,-7.8064e-05,0.16252,-7.9599e-05,-11.371,0.89534
288,13.029,0.66667,0.1,0.00025619,2560.2,0.00025603,2555.5,-8.4055e-05,0.20576,-8.5349e-05,-9.52,0.81753
289,12.343,0.66667,0.1,0.00027435,2741.6,0.00027423,2738,-9.015e-05,0.26011,-9.1158e-05,-7.315,0.74212
290,11.657,0.66667,0.1,0.00029276,2925.6,0.00029269,2923.5,-9.6356e-05,0.33098,-9.7011e-05,-4.592,0.66927
291,10.971,0.66667,0.1,0.00031143,3112.2,0.00031142,3111.8,-0.00010268,0.43018,-0.00010289,-1.1464,0.59917
292,10.286,0.66667,0.1,0.00033035,3301.2,0.00033041,3303.1,-0.00010876,3.3242,-0.00010913,0.53499,0.53199
293,9.6,0.66667,0.1,0.0003495,3492.6,0.00034967,3497.5,-0.00011461,9.1283,-0.00011573,0.70221,0.4679
294,8.9143,0.66667,0.1,0.00036889,3686.3,0.00036918,3695.1,-0.00012038,16.751,-0.00012248,0.92187,0.4071
295,8.2286,0.66667,0.1,0.00038849,3882.2,0.00038896,3896.2,-0.00012602,26.788,-0.00012942,1.2158,0.34977
296,7.5429,0.66667,0.1,0.0004083,4080.2,0.000409,4100.9,-0.00013147,40.001,-0.00013658,1.609,0.29609
297,6.8571,0.66667,0.1,0.00042832,4280.2,0.0004293,4309.7,-0.00013665,57.354,-0.000144,2.1352,0.24626
298,6.1714,0.66667,0.1,0.00044853,4482.2,0.00044989,4523.2,-0.00014145,80.014,-0.00015173,2.8258,0.20046
299,5.4857,0.66667,0.1,0.00046896,4686.4,0.0004708,4742.1,-0.00014578,109.37,-0.00015983,3.7517,0.15889
300,4.8,0.66667,0.1,0.00048962,4892.8,0.00049205,4967.1,-0.00014949,146.83,-0.0001684,4.7724,0.12175
301,4.1143,0.66667,0.1,0.00051046,5101.1,0.00051361,5198.8,-0.00015246,194.24,-0.00017744,6.5314,0.089233
302,3.4286,0.66667,0.1,0.00053127,5309,0.00053523,5433.6,-0.00015442,251.89,-0.00018716,5.8608,0.06154
303,2.7429,0.66667,0.1,0.00055093,5505.5,0.00055609,5670.3,-0.00015493,327.99,-0.00019657,15.099,0.03886
304,2.0571,0.66667,0.1,0.00056771,5673.2,0.00057264,5840.5,-0.00015306,387.93,-0.00020869,-30.114,0.021362
305,1.3714,0.66667,0.1,0.00056455,5641.6,0.00057671,6028.1,-0.00014053,639.05,-0.00020376,164,0.0091428
306,0.68571,0.66667,0.1,0.00055034,5499.6,0.00053153,5243.1,-8.1243e-05,638.99,-0.00027896,-846.6,0.0021877
307,23.314,1.3333,0.1,2.2217e-05,222.02,1.8241e-05,149.51,-7.2905e-07,6.9731,-1.5805e-05,-106.3,2.1469
308,22.629,1.3333,0.1,3.3696e-05,336.73,3.1494e-05,287.36,-6.6899e-06,0.46667,-1.7847e-05,-83.363,2.0521
309,21.943,1.3333,0.1,4.6752e-05,467.2,4.5318e-05,431.94,-1.1973e-05,1.4778,-2.0807e-05,-64.898,1.9577
310,21.257,1.3333,0.1,6.0636e-05,605.94,5.9586e-05,578.49,-1.7286e-05,0.90035,-2.4367e-05,-52.301,1.8636
311,20.571,1.3333,0.1,7.5047e-05,749.95,7.4238e-05,728.02,-2.2549e-05,0.80026,-2.8346e-05,-42.757,1.7701
312,19.886,1.3333,0.1,8.9876e-05,898.14,8.9229e-05,880.17,-2.7826e-05,0.66834,-3.2641e-05,-35.511,1.6773
313,19.2,1.3333,0.1,0.00010507,1050,0.00010454,1035,-3.3132e-05,0.58466,-3.7191e-05,-29.917,1.5854
314,18.514,1.3333,0.1,0.00012061,1205.2,0.00012016,1192.5,-3.8484e-05,0.51967,-4.1955e-05,-25.558,1.4944
315,17.829,1.3333,0.1,0.00013646,1363.7,0.00013608,1352.7,-4.3894e-05,0.47049,-4.6899e-05,-22.108,1.4045
316,17.143,1.3333,0.1,0.00015263,1525.2,0.0001523,1515.7,-4.9372e-05,0.43151,-5.1999e-05,-19.309,1.3159
317,16.457,1.3333,0.1,0.00016909,1689.8,0.00016881,1681.4,-5.4926e-05,0.39941,-5.7235e-05,-16.952,1.2287
318,15.771,1.3333,0.1,0.00018585,1857.2,0.0001856,1849.9,-6.0561e-05,0.37128,-6.2588e-05,-14.857,1.1431
319,15.086,1.3333,0.1,0.00020288,2027.4,0.00020267,2021.1,-6.6284e-05,0.3446,-6.8042e-05,-12.865,1.0593
320,14.4,1.3333,0.1,0.00022019,2200.4,0.00022001,2195.1,-7.21e-05,0.31708,-7.3582e-05,-10.821,0.97733
321,13.714,1.3333,0.1,0.00023776,2376,0.00023762,2371.8,-7.8013e-05,0.28657,-7.9191e-05,-8.5605,0.89744
322,13.029,1.3333,0.1,0.00025559,2554.1,0.00025549,2551.3,-8.4031e-05,0.25179,-8.485e-05,-5.9018,0.81978
323,12.343,1.3333,0.1,0.00027366,2734.7,0.00027362,2733.5,-9.0158e-05,0.22026,-9.0538e-05,-2.6342,0.74452
324,11.657,1.3333,0.1,0.00029195,2917.5,0.00029198,2918.4,-9.6209e-05,1.65,-9.6421e-05,0.057829,0.67182
325,10.971,1.3333,0.1,0.00031046,3102.4,0.00031058,3105.9,-0.00010186,7.0464,-0.0001028,0.021496,0.60186
326,10.286,1.3333,0.1,0.00032914,3289.2,0.00032938,3296.2,-0.00010742,14.213,-0.00010933,-0.085825,0.53483
327,9.6,1.3333,0.1,0.00034798,3477.4,0.00034837,3489.1,-0.00011284,23.731,-0.00011603,-0.23621,0.47088
328,8.9143,1.3333,0.1,0.00036693,3666.8,0.00036753,3684.6,-0.00011802,36.418,-0.00012292,-0.4403,0.41021
329,8.2286,1.3333,0.1,0.00038593,3856.7,0.0003868,3882.7,-0.00012285,53.361,-0.00013005,-0.71532,0.35299
330,7.5429,1.3333,0.1,0.00040493,4046.5,0.00040615,4083.4,-0.00012721,75.994,-0.00013746,-1.0854,0.29941
331,6.8571,1.3333,0.1,0.00042384,4235.5,0.00042552,4286.8,-0.00013088,106.2,-0.00014523,-1.5799,0.24965
332,6.1714,1.3333,0.1,0.00044257,4422.6,0.00044483,4492.8,-0.00013364,146.43,-0.00015343,-2.252,0.20389
333,5.4857,1.3333,0.1,0.00046099,4606.8,0.00046401,4701.8,-0.00013516,199.84,-0.00016218,-3.1094,0.16231
334,4.8,1.3333,0.1,0.00047901,4786.8,0.00048294,4913.8,-0.00013507,270.32,-0.00017164,-4.4776,0.1251
335,4.1143,1.3333,0.1,0.00049645,4961.1,0.00050151,5129.7,-0.00013285,363.36,-0.00018195,-5.5392,0.092427
336,3.4286,1.3333,0.1,0.00051319,5128.4,0.00051944,5346.7,-0.00012783,483.42,-0.00019362,-10.891,0.064464
337,2.7429,1.3333,0.1,0.00052811,5277.5,0.00053614,5572.2,-0.00011884,650.96,-0.00020559,-0.81623,0.041369
338,2.0571,1.3333,0.1,0.00054208,5417.1,0.00054935,5745.2,-0.00010245,847.87,-0.00022507,-73.393,0.023283
339,1.3714,1.3333,0.1,0.0005424,5420.3,0.00056022,6121.6,-7.2829e-05,1365,-0.00022518,220.35,0.010301
340,0.68571,1.3333,0.1,0.00060608,6056.6,0.00057277,5797.8,-2.3567e-05,1317.2,-0.00034431,-1092.8,0.0025471
341,23.314,2,0.1,2.4578e-05,245.61,1.9243e-05,150.14,2.0449e-08,5.708,-1.8501e-05,-133.46,2.1472
342,22.629,2,0.1,3.5502e-05,354.77,3.2497e-05,289.64,-6.1171e-06,-0.4892,-2.0145e-05,-105.89,2.0525
343,21.943,2,0.1,4.8021e-05,479.88,4.6113e-05,434.22,-1.1543e-05,1.017,-2.2539e-05,-81.604,1.9581
344,21.257,2,0.1,6.1462e-05,614.19,6.0124e-05,579.85,-1.6968e-05,0.61172,-2.559e-05,-64.167,1.8641
345,20.571,2,0.1,7.5535e-05,754.83,7.4546e-05,728.33,-2.2309e-05,0.59057,-2.9171e-05,-50.964,1.7707
346,19.886,2,0.1,9.0123e-05,900.61,8.9361e-05,879.6,-2.7641e-05,0.49507,-3.3174e-05,-41.079,1.6779
347,19.2,2,0.1,0.00010515,1050.8,0.00010454,1033.8,-3.2985e-05,0.43669,-3.7515e-05,-33.599,1.586
348,18.514,2,0.1,0.00012057,1204.8,0.00012007,1190.8,-3.8365e-05,0.38764,-4.2129e-05,-27.893,1.4951
349,17.829,2,0.1,0.00013634,1362.5,0.00013593,1350.8,-4.3796e-05,0.35022,-4.6967e-05,-23.471,1.4053
350,17.143,2,0.1,0.00015245,1523.5,0.00015211,1513.6,-4.9291e-05,0.32038,-5.1989e-05,-19.956,1.3168
351,16.457,2,0.1,0.00016888,1687.6,0.00016858,1679.2,-5.4858e-05,0.29583,-5.7166e-05,-17.046,1.2298
352,15.771,2,0.1,0.0001856,1854.7,0.00018535,1847.5,-6.0505e-05,0.27427,-6.247e-05,-14.492,1.1443
353,15.086,2,0.1,0.0002026,2024.6,0.0002024,2018.7,-6.6239e-05,0.25371,-6.788e-05,-12.075,1.0605
354,14.4,2,0.1,0.00021988,2197.3,0.00021972,2192.6,-7.2066e-05,0.23234,-7.3373e-05,-9.5849,0.97864
355,13.714,2,0.1,0.00023742,2372.5,0.0002373,2369.2,-7.7992e-05,0.20868,-7.8926e-05,-6.8061,0.89884
356,13.029,2,0.1,0.00025519,2550.2,0.00025514,2548.5,-8.4025e-05,0.18395,-8.4515e-05,-3.4986,0.82128
357,12.343,2,0.1,0.00027319,2730.1,0.00027321,2730.4,-9.0094e-05,0.741,-9.0187e-05,0.043731,0.74611
358,11.657,2,0.1,0.0002914,2912,0.0002915,2915,-9.5663e-05,5.9957,-9.6452e-05,0.067932,0.67352
359,10.971,2,0.1,0.00030977,3095.6,0.00030999,3102.1,-0.00010114,12.988,-0.00010287,0.0029348,0.60366
360,10.286,2,0.1,0.00032828,3280.5,0.00032865,3291.6,-0.00010647,22.271,-0.00010944,-0.088831,0.53671
361,9.6,2,0.1,0.00034687,3466.4,0.00034745,3483.5,-0.00011156,34.669,-0.0001162,-0.2135,0.47286
362,8.9143,2,0.1,0.00036549,3652.4,0.00036633,3677.5,-0.0001163,51.286,-0.00012317,-0.38185,0.41227
363,8.2286,2,0.1,0.00038404,3837.7,0.00038522,3873.7,-0.00012053,73.599,-0.00013041,-0.60857,0.35513
364,7.5429,2,0.1,0.00040241,4021.3,0.00040405,4071.6,-0.00012406,103.58,-0.00013797,-0.91384,0.3016
365,6.8571,2,0.1,0.00042046,4201.7,0.0004227,4271.1,-0.0001266,143.89,-0.00014593,-1.3205,0.25188
366,6.1714,2,0.1,0.00043803,4377.3,0.00044103,4472,-0.0001278,198.04,-0.0001544,-1.8724,0.20614
367,5.4857,2,0.1,0.00045491,4546,0.00045886,4673.9,-0.00012717,270.76,-0.00016354,-2.5507,0.16454
368,4.8,2,0.1,0.00047091,4705.8,0.00047601,4877.1,-0.0001241,368.14,-0.00017357,-3.6211,0.12725
369,4.1143,2,0.1,0.00048584,4855.1,0.0004923,5082.9,-0.0001178,498.89,-0.00018473,-4.0051,0.094447
370,3.4286,2,0.1,0.00049988,4995.3,0.00050766,5291.9,-0.00010727,671.54,-0.0001978,-8.6816,0.066267
371,2.7429,2,0.1,0.00051306,5127.1,0.00052262,5525.8,-9.1265e-05,913.31,-0.00021209,5.4713,0.042855
372,2.0571,2,0.1,0.00053034,5299.8,0.00053831,5751.7,-6.8777e-05,1190.3,-0.00023546,-62.122,0.024348
373,1.3714,2,0.1,0.00054311,5427.3,0.00056176,6284.8,-3.9084e-05,1770.2,-0.00023967,263.16,0.010878
374,0.68571,2,0.1,0.00063418,6337.4,0.00059801,6114.9,-1.0899e-05,1539.8,-0.00036474,-1118.8,0.0027044
375,23.314,2.6667,0.1,2.5707e-05,256.89,1.9705e-05,150.65,4.232e-07,5.7782,-1.9772e-05,-145.96,2.1474
376,22.629,2.6667,0.1,3.6412e-05,363.87,3.2988e-05,290.9,-5.7962e-06,-0.51358,-2.1291e-05,-116.93,2.0527
377,21.943,2.6667,0.1,4.871e-05,486.76,4.6544e-05,435.66,-1.13e-05,1.0429,-2.3458e-05,-90.312,1.9583
378,21.257,2.6667,0.1,6.1938e-05,618.95,6.044e-05,580.92,-1.6785e-05,0.67763,-2.6268e-05,-70.574,1.8643
379,20.571,2.6667,0.1,7.5835e-05,757.83,7.4747e-05,728.86,-2.2171e-05,0.66289,-2.9642e-05,-55.475,1.7709
380,19.886,2.6667,0.1,9.0289e-05,902.27,8.9464e-05,879.64,-2.7534e-05,0.55885,-3.3486e-05,-44.165,1.6782
381,19.2,2.6667,0.1,0.00010522,1051.5,0.00010457,1033.4,-3.29e-05,0.48614,-3.771e-05,-35.651,1.5864
382,18.514,2.6667,0.1,0.00012057,1204.9,0.00012005,1190.2,-3.8297e-05,0.42418,-4.224e-05,-29.204,1.4955
383,17.829,2.6667,0.1,0.0001363,1362,0.00013588,1349.9,-4.374e-05,0.37621,-4.7018e-05,-24.249,1.4058
384,17.143,2.6667,0.1,0.00015238,1522.7,0.00015202,1512.6,-4.9245e-05,0.33787,-5.1997e-05,-20.341,1.3173
385,16.457,2.6667,0.1,0.00016877,1686.6,0.00016848,1678.1,-5.4819e-05,0.30627,-5.714e-05,-17.129,1.2303
386,15.771,2.6667,0.1,0.00018548,1853.5,0.00018523,1846.4,-6.0473e-05,0.2785,-6.2417e-05,-14.326,1.1448
387,15.086,2.6667,0.1,0.00020247,2023.3,0.00020227,2017.5,-6.6214e-05,0.25192,-6.7802e-05,-11.68,1.0611
388,14.4,2.6667,0.1,0.00021973,2195.8,0.00021958,2191.4,-7.2047e-05,0.224,-7.3269e-05,-8.9524,0.97929
389,13.714,2.6667,0.1,0.00023724,2370.8,0.00023714,2367.9,-7.7981e-05,0.19219,-7.8792e-05,-5.899,0.89954
390,13.029,2.6667,0.1,0.00025499,2548.2,0.00025496,2547.1,-8.4023e-05,0.15457,-8.4343e-05,-2.2459,0.82203
391,12.343,2.6667,0.1,0.00027296,2727.7,0.000273,2728.9,-8.9885e-05,2.3442,-9.0184e-05,0.098567,0.74691
392,11.657,2.6667,0.1,0.00029111,2909.1,0.00029125,2913.2,-9.5377e-05,8.2687,-9.6473e-05,0.035103,0.67436
393,10.971,2.6667,0.1,0.00030942,3092,0.00030969,3100,-0.00010076,16.071,-0.00010291,-0.05164,0.60455
394,10.286,2.6667,0.1,0.00032783,3276.1,0.00032827,3289.1,-0.00010596,26.452,-0.00010951,-0.16819,0.53765
395,9.6,2.6667,0.1,0.0003463,3460.6,0.00034696,3480.4,-0.00011089,40.348,-0.0001163,-0.32496,0.47384
396,8.9143,2.6667,0.1,0.00036474,3644.9,0.0003657,3673.7,-0.00011539,59.012,-0.00012332,-0.53614,0.41329
397,8.2286,2.6667,0.1,0.00038304,3827.8,0.00038439,3868.7,-0.00011931,84.128,-0.00013062,-0.82053,0.35619
398,7.5429,2.6667,0.1,0.00040108,4008.1,0.00040294,4065.1,-0.0001224,117.97,-0.00013826,-1.2036,0.30269
399,6.8571,2.6667,0.1,0.00041869,4184,0.0004212,4262.5,-0.00012433,163.59,-0.00014633,-1.7147,0.25299
400,6.1714,2.6667,0.1,0.00043564,4353.4,0.00043898,4460.3,-0.00012468,225.15,-0.00015497,-2.4016,0.20724
401,5.4857,2.6667,0.1,0.0004517,4513.9,0.00045608,4658.3,-0.00012288,308.23,-0.00016433,-3.253,0.16563
402,4.8,2.6667,0.1,0.00046662,4663,0.00047224,4856.4,-0.00011817,420.26,-0.0001747,-4.4963,0.1283
403,4.1143,2.6667,0.1,0.0004803,4799.7,0.00048734,5057,-0.00010962,571.75,-0.00018638,-4.9818,0.095422
404,3.4286,2.6667,0.1,0.00049321,4928.7,0.00050153,5263.8,-9.6207e-05,772.65,-0.00020025,-9.0852,0.067123
405,2.7429,2.6667,0.1,0.00050634,5059.9,0.00051618,5506.5,-7.7117e-05,1048.7,-0.0002158,6.6932,0.043542
406,2.0571,2.6667,0.1,0.00052648,5261.1,0.00053412,5766.4,-5.2704e-05,1357.3,-0.00024099,-57.436,0.024819
407,1.3714,2.6667,0.1,0.00054803,5476.5,0.00056597,6379.4,-2.6258e-05,1929.7,-0.00024805,263.2,0.011117
408,0.68571,2.6667,0.1,0.00064773,6472.8,0.00060955,6246,-6.1496e-06,1619.9,-0.00037494,-1151,0.0027665
409,23.314,3.3333,0.1,2.5707e-05,256.89,1.9705e-05,150.65,4.2321e-07,5.7782,-1.9772e-05,-145.96,2.1474
410,22.629,3.3333,0.1,3.6412e-05,363.87,3.2988e-05,290.9,-5.7962e-06,-0.51357,-2.1291e-05,-116.93,2.0527
411,21.943,3.3333,0.1,4.871e-05,486.76,4.6544e-05,435.66,-1.13e-05,1.0429,-2.3458e-05,-90.312,1.9583
412,21.257,3.3333,0.1,6.1938e-05,618.95,6.044e-05,580.92,-1.6785e-05,0.67763,-2.6268e-05,-70.574,1.8643
